timestamp,value
2014-07-31,304.08333333333394
2014-08-01,740.0
2014-08-02,1489.041666666666
2014-08-03,3060.083333333332
2014-08-04,2223.854166666668
2014-08-05,3342.5625
2014-08-06,2109.020833333334
2014-08-07,577.6041666666661
2014-08-08,210.85416666666606
2014-08-09,-366.875
2014-08-10,-2621.604166666668
2014-08-11,-3323.124999999998
2014-08-12,-482.89583333333394
2014-08-13,684.5625
2014-08-14,220.83333333333394
2014-08-15,109.5625
2014-08-16,-556.4583333333339
2014-08-17,-2361.916666666668
2014-08-18,-3298.770833333334
2014-08-19,-406.5
2014-08-20,785.125
2014-08-21,-140.64583333333394
2014-08-22,-1530.083333333334
2014-08-23,-1249.604166666666
2014-08-24,-3085.083333333334
2014-08-25,-4091.770833333332
2014-08-26,-1224.208333333334
2014-08-27,1909.7291666666679
2014-08-28,-251.77083333333394
2014-08-29,-833.6666666666661
2014-08-30,-1889.791666666666
2014-08-31,-3054.270833333332
2014-09-01,-4693.791666666666
2014-09-02,-449.375
2014-09-03,1429.5625
2014-09-04,1432.9583333333321
2014-09-05,1999.145833333334
2014-09-06,2655.291666666668
2014-09-07,239.16666666666606
2014-09-08,-627.1875
2014-09-09,1865.395833333334
2014-09-10,2807.1875
2014-09-11,2032.7708333333321
2014-09-12,1800.708333333334
2014-09-13,3223.333333333334
2014-09-14,503.97916666666606
2014-09-15,-1032.25
2014-09-16,1394.1875
2014-09-17,2323.3125
2014-09-18,1826.020833333334
2014-09-19,2314.1875
2014-09-20,2532.770833333332
2014-09-21,-348.22916666666606
2014-09-22,-1238.25
2014-09-23,425.1458333333321
2014-09-24,1810.708333333334
2014-09-25,1271.020833333334
2014-09-26,1234.4583333333321
2014-09-27,3307.687500000002
2014-09-28,1030.416666666666
2014-09-29,-240.10416666666788
2014-09-30,1901.5625
2014-10-01,4117.125
2014-10-02,1953.333333333334
2014-10-03,1732.0624999999982
2014-10-04,726.7916666666661
2014-10-05,-2456.437500000002
2014-10-06,-4301.979166666668
2014-10-07,-1118.2083333333321
2014-10-08,785.9791666666661
2014-10-09,1036.4583333333321
2014-10-10,1130.416666666666
2014-10-11,2247.1458333333358
2014-10-12,-1011.6458333333339
2014-10-13,-5001.125000000002
2014-10-14,-1460.875
2014-10-15,1268.9375
2014-10-16,1344.9375000000018
2014-10-17,1807.4375000000018
2014-10-18,2749.687499999998
2014-10-19,-336.2916666666679
2014-10-20,-3668.208333333332
2014-10-21,788.125
2014-10-22,2269.520833333332
2014-10-23,2606.291666666668
2014-10-24,2902.020833333334
2014-10-25,3429.520833333334
2014-10-26,133.83333333333394
2014-10-27,-3650.270833333334
2014-10-28,-700.125
2014-10-29,1860.145833333334
2014-10-30,1333.2083333333321
2014-10-31,1766.3541666666679
2014-11-01,4477.6875
2014-11-02,-1972.4374999999982
2014-11-03,-2759.437499999998
2014-11-04,-346.79166666666606
2014-11-05,1297.958333333334
2014-11-06,1287.229166666666
2014-11-07,1395.9583333333321
2014-11-08,2347.5
2014-11-09,-1205.0625
2014-11-10,-4736.000000000002
2014-11-11,-2195.458333333332
2014-11-12,1527.6666666666679
2014-11-13,1117.708333333334
2014-11-14,1398.3750000000018
2014-11-15,1760.75
2014-11-16,-1505.4791666666679
2014-11-17,-5056.166666666666
2014-11-18,-1212.6458333333321
2014-11-19,1262.75
2014-11-20,476.22916666666606
2014-11-21,1368.041666666666
2014-11-22,2352.416666666666
2014-11-23,-1923.2916666666679
2014-11-24,-4648.666666666668
2014-11-25,-1830.520833333334
2014-11-26,821.8541666666661
2014-11-27,-4008.625
2014-11-28,-2724.458333333334
2014-11-29,-1530.5
2014-11-30,-4175.083333333334
2014-12-01,-6869.875
2014-12-02,-4.14583333333394
2014-12-03,794.5208333333321
2014-12-04,1229.083333333334
2014-12-05,1926.5624999999982
2014-12-06,2347.4375
2014-12-07,-509.66666666666424
2014-12-08,-4097.604166666666
2014-12-09,-1098.625
2014-12-10,1270.333333333334
2014-12-11,2344.5625
2014-12-12,2185.791666666666
2014-12-13,2358.708333333332
2014-12-14,-1254.1250000000018
2014-12-15,-4354.270833333334
2014-12-16,-736.9791666666661
2014-12-17,1954.3125
2014-12-18,1139.2291666666679
2014-12-19,2258.854166666668
2014-12-20,2238.333333333332
2014-12-21,-1961.291666666666
2014-12-22,-5327.0
2014-12-23,-1876.625
2014-12-24,-1150.625
2014-12-25,-6161.229166666666
2014-12-26,-4575.416666666666
2014-12-27,1321.25
2014-12-28,-846.1041666666661
2014-12-29,-2423.6875
2014-12-30,361.41666666666606
2014-12-31,1002.6458333333339
2015-01-01,-597.7083333333339
2015-01-02,-2361.75
2015-01-03,-751.8333333333339
2015-01-04,-5505.979166666666
2015-01-05,-6058.875
2015-01-06,-3380.687500000002
2015-01-07,-30.25
2015-01-08,655.9375
2015-01-09,318.39583333333394
2015-01-10,2480.083333333334
2015-01-11,-2356.625
2015-01-12,-4769.458333333332
2015-01-13,-551.6666666666661
2015-01-14,1023.875
2015-01-15,369.8125
2015-01-16,887.3541666666661
2015-01-17,631.2708333333321
2015-01-18,-2345.750000000002
2015-01-19,-5988.791666666666
2015-01-20,-1503.0
2015-01-21,1304.479166666666
2015-01-22,1951.791666666666
2015-01-23,3796.916666666666
2015-01-24,8733.25
2015-01-25,4065.833333333332
2015-01-26,-4401.937499999999
2015-01-27,-7170.208333333333
2015-01-28,697.0833333333339
2015-01-29,1026.458333333334
2015-01-30,1990.354166666666
2015-01-31,4319.000000000002
